top,bottom,shoes,occasion,weather_condition,temp_c,mood,score,label
Dress,Shorts,Heels,Date,Sunny,34.3,Relaxed,0.95,1
Hoodie,Pants,Boots,Office,Snow,27.6,Bold,0.9,1
Hoodie,Shorts,Casual Shoes,Wedding,Snow,11.2,Bold,0.0,0
Sweater,Shorts,Boots,Wedding,Sunny,15.7,Relaxed,0.15,0
Hoodie,Jeans,Sports Shoes,Date,Sunny,6.1,Bold,0.55,1
Jacket,Shorts,Sports Shoes,Office,Cloudy,13.4,Romantic,0.0,0
Jacket,Jeans,Heels,Date,Cloudy,15.4,Happy,0.65,1
Jacket,Pants,Sandals,Party,Cloudy,12.4,Professional,0.45,0
Dress,Jeans,Heels,Casual,Snow,24.2,Romantic,0.65,1
Dress,Pants,Sports Shoes,Office,Rainy,19.0,Happy,0.5,0
Dress,Pants,Sandals,Office,Clear,9.5,Romantic,0.65,1
T-Shirt,Shorts,Sandals,Wedding,Rainy,17.1,Romantic,0.0,0
Sweater,Jeans,Heels,Casual,Clear,13.8,Relaxed,0.75,1
Dress,Pants,Sandals,Party,Rainy,10.3,Happy,0.65,1
Sweater,Shorts,Sports Shoes,Date,Snow,22.8,Relaxed,0.5,0
Shirt,Pants,Heels,Casual,Snow,9.5,Professional,0.4,0
Sweater,Shorts,Boots,Casual,Rainy,33.9,Bold,0.65,1
Blouse,Jeans,Sports Shoes,Date,Sunny,35.6,Happy,0.6,1
Blouse,Skirt,Casual Shoes,Party,Cloudy,8.5,Happy,0.6,1
Jacket,Pants,Sandals,Party,Cloudy,30.1,Happy,0.45,0
Dress,Jeans,Sandals,Party,Cloudy,33.6,Happy,0.9,1
T-Shirt,Pants,Casual Shoes,Casual,Sunny,37.8,Happy,0.9,1
T-Shirt,Jeans,Casual Shoes,Office,Rainy,19.0,Romantic,0.2,0
Sweater,Pants,Boots,Office,Cloudy,39.8,Bold,0.6,1
Shirt,Skirt,Heels,Date,Rainy,8.7,Relaxed,0.75,1
Sweater,Skirt,Heels,Party,Rainy,12.2,Romantic,0.9,1
Blouse,Jeans,Sports Shoes,Wedding,Clear,13.0,Romantic,0.6,1
Blouse,Jeans,Casual Shoes,Casual,Sunny,34.3,Professional,0.65,1
Blouse,Shorts,Heels,Party,Snow,10.0,Romantic,0.45,0
Blouse,Skirt,Sandals,Casual,Sunny,12.2,Romantic,0.55,0
Blouse,Jeans,Sports Shoes,Date,Clear,14.2,Professional,0.6,1
Jacket,Pants,Heels,Party,Sunny,18.6,Professional,0.35,0
T-Shirt,Jeans,Boots,Casual,Snow,35.4,Romantic,1.0,1
Dress,Jeans,Sandals,Wedding,Clear,24.1,Romantic,0.75,1
Dress,Shorts,Casual Shoes,Date,Clear,28.5,Relaxed,0.8,1
T-Shirt,Pants,Sandals,Date,Snow,10.4,Bold,0.45,0
Sweater,Shorts,Heels,Date,Rainy,34.6,Bold,0.6,1
Jacket,Jeans,Sandals,Date,Cloudy,33.0,Happy,0.35,0
Hoodie,Shorts,Sports Shoes,Wedding,Clear,24.5,Romantic,0.0,0
Blouse,Jeans,Boots,Casual,Sunny,27.8,Romantic,0.65,1
Hoodie,Jeans,Casual Shoes,Party,Cloudy,7.8,Relaxed,0.8,1
T-Shirt,Pants,Sandals,Wedding,Rainy,18.5,Relaxed,0.15,0
Coat,Shorts,Sandals,Office,Clear,39.9,Relaxed,0.0,0
Sweater,Skirt,Casual Shoes,Office,Clear,28.0,Professional,0.55,0
Coat,Pants,Sports Shoes,Casual,Clear,38.8,Romantic,0.35,0
Sweater,Pants,Sports Shoes,Casual,Clear,28.3,Professional,0.25,0
Sweater,Pants,Heels,Party,Rainy,25.3,Bold,1.0,1
Shirt,Pants,Boots,Party,Snow,34.7,Relaxed,0.65,1
T-Shirt,Jeans,Casual Shoes,Party,Rainy,30.3,Romantic,0.6,1
Hoodie,Shorts,Boots,Casual,Snow,26.3,Romantic,1.0,1
T-Shirt,Shorts,Boots,Party,Cloudy,36.9,Romantic,0.65,1
Dress,Pants,Sports Shoes,Office,Clear,29.0,Professional,0.6,1
Sweater,Jeans,Boots,Casual,Rainy,27.9,Professional,0.9,1
Sweater,Pants,Casual Shoes,Casual,Rainy,8.5,Bold,0.8,1
Dress,Pants,Heels,Date,Clear,21.5,Relaxed,0.85,1
Hoodie,Skirt,Sports Shoes,Date,Sunny,33.0,Happy,0.25,0
Coat,Pants,Sports Shoes,Date,Snow,23.5,Bold,0.8,1
Shirt,Jeans,Casual Shoes,Date,Rainy,38.0,Professional,0.6,1
Coat,Shorts,Boots,Date,Rainy,10.1,Romantic,0.85,1
Sweater,Jeans,Sports Shoes,Office,Clear,34.6,Happy,0.05,0
Jacket,Shorts,Boots,Wedding,Cloudy,11.8,Relaxed,0.45,0
Hoodie,Skirt,Casual Shoes,Wedding,Snow,24.0,Happy,0.5,0
Blouse,Skirt,Sandals,Date,Cloudy,11.9,Happy,0.45,0
Blouse,Shorts,Sandals,Wedding,Cloudy,14.4,Professional,0.0,0
T-Shirt,Pants,Sandals,Office,Snow,37.8,Romantic,0.35,0
Blouse,Skirt,Sandals,Date,Rainy,28.0,Bold,0.55,0
Sweater,Jeans,Sports Shoes,Party,Clear,24.1,Happy,0.35,0
Dress,Skirt,Heels,Office,Rainy,19.7,Relaxed,0.75,1
Hoodie,Pants,Casual Shoes,Office,Rainy,32.6,Bold,0.35,0
Blouse,Jeans,Boots,Casual,Snow,37.1,Happy,0.9,1
Jacket,Jeans,Casual Shoes,Party,Cloudy,22.3,Professional,0.4,0
T-Shirt,Jeans,Sandals,Office,Sunny,31.4,Bold,0.3,0
Sweater,Pants,Heels,Office,Cloudy,20.9,Romantic,0.85,1
Hoodie,Skirt,Heels,Casual,Cloudy,31.5,Professional,0.35,0
Dress,Shorts,Casual Shoes,Date,Cloudy,24.3,Relaxed,0.7,1
T-Shirt,Skirt,Boots,Office,Clear,26.9,Relaxed,0.45,0
T-Shirt,Pants,Sports Shoes,Wedding,Cloudy,25.8,Bold,0.0,0
Hoodie,Skirt,Sandals,Wedding,Rainy,26.4,Relaxed,0.35,0
Coat,Shorts,Heels,Date,Snow,5.5,Professional,0.65,1
Shirt,Shorts,Boots,Date,Rainy,15.0,Romantic,0.75,1
Shirt,Shorts,Casual Shoes,Casual,Rainy,21.0,Bold,0.55,1
Shirt,Jeans,Heels,Office,Rainy,37.4,Romantic,0.9,1
Dress,Shorts,Boots,Office,Rainy,35.5,Romantic,0.35,0
Dress,Pants,Boots,Party,Sunny,9.9,Relaxed,0.85,1
Jacket,Skirt,Casual Shoes,Date,Cloudy,32.5,Professional,0.25,0
Jacket,Skirt,Sandals,Casual,Snow,14.6,Bold,0.65,1
Coat,Skirt,Sports Shoes,Office,Snow,34.2,Professional,0.55,1
Dress,Pants,Casual Shoes,Party,Cloudy,6.2,Professional,0.6,1
Jacket,Skirt,Sandals,Date,Cloudy,13.9,Relaxed,0.55,0
Jacket,Pants,Casual Shoes,Party,Cloudy,30.1,Relaxed,0.25,0
Sweater,Skirt,Casual Shoes,Date,Cloudy,7.9,Relaxed,0.7,1
Jacket,Shorts,Sandals,Party,Clear,7.8,Professional,0.15,0
Sweater,Skirt,Boots,Casual,Rainy,26.4,Happy,0.95,1
Jacket,Pants,Sports Shoes,Casual,Clear,37.4,Bold,0.35,0
Coat,Skirt,Sports Shoes,Party,Sunny,36.3,Relaxed,0.25,0
Blouse,Shorts,Casual Shoes,Date,Snow,21.3,Relaxed,0.4,0
Dress,Jeans,Boots,Date,Rainy,22.2,Bold,0.95,1
Blouse,Pants,Sports Shoes,Party,Rainy,24.0,Romantic,0.5,0
Sweater,Jeans,Boots,Date,Cloudy,19.5,Bold,0.6,1
Jacket,Shorts,Boots,Date,Rainy,36.1,Happy,0.5,0
Shirt,Shorts,Boots,Wedding,Rainy,29.8,Romantic,0.8,1
Blouse,Pants,Sports Shoes,Office,Snow,26.1,Bold,0.75,1
Jacket,Pants,Sandals,Casual,Rainy,37.2,Bold,0.5,0
Dress,Pants,Heels,Date,Clear,25.3,Romantic,1.0,1
Blouse,Jeans,Sports Shoes,Wedding,Clear,11.6,Relaxed,0.45,0
Hoodie,Jeans,Heels,Date,Rainy,30.7,Romantic,0.8,1
Dress,Shorts,Sandals,Office,Snow,25.4,Happy,0.0,0
Blouse,Shorts,Sports Shoes,Office,Snow,39.6,Romantic,0.1,0
T-Shirt,Pants,Casual Shoes,Party,Snow,35.3,Relaxed,0.6,1
Blouse,Shorts,Casual Shoes,Office,Snow,22.2,Relaxed,0.1,0
T-Shirt,Jeans,Boots,Date,Cloudy,24.9,Professional,0.5,0
Coat,Pants,Heels,Office,Rainy,16.9,Happy,1.0,1
Sweater,Jeans,Sandals,Date,Sunny,19.4,Bold,0.45,0
Dress,Skirt,Casual Shoes,Date,Snow,5.4,Professional,0.7,1
Sweater,Shorts,Sandals,Casual,Rainy,35.6,Professional,0.45,0
Jacket,Skirt,Sandals,Office,Sunny,27.7,Romantic,0.55,0
Hoodie,Skirt,Sandals,Party,Clear,7.0,Professional,0.4,0
Blouse,Skirt,Sandals,Office,Rainy,36.1,Relaxed,0.8,1
Hoodie,Skirt,Casual Shoes,Casual,Cloudy,28.2,Relaxed,0.7,1
Sweater,Shorts,Boots,Casual,Cloudy,20.7,Happy,0.75,1
T-Shirt,Jeans,Sandals,Casual,Cloudy,13.2,Professional,0.7,1
Sweater,Skirt,Casual Shoes,Casual,Clear,18.8,Relaxed,0.5,0
Hoodie,Pants,Sandals,Office,Cloudy,22.2,Bold,0.4,0
Coat,Skirt,Boots,Casual,Clear,35.7,Happy,0.35,0
Coat,Skirt,Sandals,Office,Cloudy,19.1,Romantic,0.7,1
Shirt,Jeans,Casual Shoes,Office,Clear,38.5,Romantic,0.75,1
Sweater,Skirt,Casual Shoes,Wedding,Snow,14.7,Relaxed,0.9,1
Jacket,Skirt,Sports Shoes,Party,Sunny,13.7,Relaxed,0.45,0
Blouse,Pants,Heels,Wedding,Sunny,20.5,Relaxed,1.0,1
T-Shirt,Pants,Sandals,Party,Cloudy,25.0,Happy,0.7,1
Shirt,Pants,Heels,Casual,Sunny,25.0,Romantic,0.5,0
T-Shirt,Skirt,Heels,Office,Sunny,22.3,Happy,0.55,1
Jacket,Pants,Heels,Wedding,Rainy,31.0,Relaxed,0.9,1
Sweater,Skirt,Casual Shoes,Party,Clear,26.9,Professional,0.15,0
Blouse,Shorts,Heels,Casual,Rainy,29.4,Romantic,0.55,1
Shirt,Pants,Boots,Casual,Snow,34.0,Professional,0.55,1
Sweater,Jeans,Sports Shoes,Party,Rainy,33.6,Happy,0.55,1
Dress,Shorts,Boots,Party,Sunny,11.1,Happy,0.8,1
Hoodie,Pants,Heels,Party,Rainy,18.2,Happy,1.0,1
Shirt,Skirt,Heels,Party,Rainy,8.5,Happy,0.8,1
Shirt,Pants,Casual Shoes,Date,Cloudy,22.8,Relaxed,0.6,1
Blouse,Pants,Sandals,Party,Clear,23.9,Relaxed,0.6,1
Coat,Pants,Sandals,Casual,Cloudy,20.6,Happy,0.7,1
Sweater,Skirt,Heels,Casual,Cloudy,20.2,Professional,0.4,0
Blouse,Shorts,Casual Shoes,Wedding,Sunny,32.0,Professional,0.45,0
T-Shirt,Pants,Sports Shoes,Wedding,Clear,33.1,Professional,0.0,0
Coat,Jeans,Sports Shoes,Office,Rainy,13.2,Professional,0.6,1
Coat,Pants,Heels,Casual,Rainy,33.2,Happy,0.55,1
T-Shirt,Skirt,Sports Shoes,Date,Clear,12.9,Bold,0.6,1
Jacket,Jeans,Boots,Wedding,Sunny,29.1,Relaxed,0.5,0
Shirt,Pants,Boots,Party,Sunny,40.0,Happy,0.6,1
T-Shirt,Jeans,Sports Shoes,Casual,Clear,9.1,Romantic,0.95,1
Jacket,Pants,Sandals,Date,Snow,7.1,Bold,0.65,1
Sweater,Pants,Heels,Casual,Cloudy,12.0,Happy,0.8,1
Shirt,Shorts,Casual Shoes,Casual,Snow,19.5,Happy,0.65,1
Coat,Jeans,Heels,Office,Cloudy,12.8,Happy,0.85,1
Shirt,Shorts,Heels,Wedding,Cloudy,39.1,Professional,0.7,1
Hoodie,Jeans,Casual Shoes,Office,Sunny,20.5,Romantic,0.0,0
Coat,Shorts,Heels,Wedding,Sunny,16.3,Relaxed,0.15,0
Blouse,Skirt,Heels,Wedding,Sunny,15.3,Professional,1.0,1
Dress,Jeans,Boots,Party,Rainy,35.9,Professional,0.75,1
Dress,Jeans,Heels,Wedding,Rainy,11.1,Bold,0.75,1
Hoodie,Shorts,Heels,Date,Clear,25.2,Romantic,0.7,1
Dress,Skirt,Boots,Party,Clear,18.7,Bold,0.85,1
Hoodie,Jeans,Heels,Date,Rainy,13.3,Relaxed,0.85,1
Coat,Skirt,Sandals,Office,Cloudy,22.1,Professional,0.8,1
Coat,Jeans,Boots,Office,Sunny,20.8,Relaxed,0.3,0
Jacket,Skirt,Sandals,Date,Cloudy,15.2,Romantic,0.7,1
Shirt,Pants,Casual Shoes,Casual,Sunny,7.4,Relaxed,0.75,1
Blouse,Jeans,Boots,Party,Clear,23.1,Bold,0.65,1
Jacket,Pants,Casual Shoes,Wedding,Clear,19.7,Romantic,0.6,1
T-Shirt,Jeans,Casual Shoes,Wedding,Cloudy,5.3,Happy,0.1,0
Hoodie,Pants,Boots,Party,Sunny,35.9,Professional,0.25,0
Shirt,Shorts,Casual Shoes,Office,Clear,17.7,Bold,0.5,0
Sweater,Shorts,Sports Shoes,Date,Sunny,25.6,Relaxed,0.35,0
Shirt,Jeans,Heels,Party,Cloudy,8.7,Professional,0.6,1
Hoodie,Jeans,Heels,Wedding,Sunny,22.7,Professional,0.1,0
T-Shirt,Jeans,Casual Shoes,Party,Snow,25.3,Bold,0.75,1
Dress,Shorts,Sandals,Date,Clear,22.5,Relaxed,0.9,1
Sweater,Pants,Heels,Office,Snow,33.6,Happy,0.8,1
Blouse,Skirt,Sandals,Office,Rainy,16.3,Bold,0.8,1
Jacket,Skirt,Boots,Casual,Snow,8.7,Bold,0.85,1
Jacket,Pants,Casual Shoes,Office,Snow,30.8,Bold,0.65,1
Hoodie,Skirt,Sandals,Date,Cloudy,14.3,Happy,0.55,0
Shirt,Jeans,Sports Shoes,Casual,Cloudy,32.8,Professional,0.65,1
T-Shirt,Jeans,Sandals,Date,Rainy,24.5,Bold,0.45,0
T-Shirt,Pants,Sandals,Casual,Clear,11.5,Happy,0.85,1
Hoodie,Jeans,Casual Shoes,Party,Rainy,27.6,Romantic,0.8,1
Jacket,Jeans,Boots,Wedding,Snow,13.0,Happy,1.0,1
T-Shirt,Jeans,Sports Shoes,Casual,Cloudy,14.3,Relaxed,1.0,1
Dress,Skirt,Casual Shoes,Date,Clear,39.5,Relaxed,0.7,1
Blouse,Jeans,Casual Shoes,Date,Clear,11.8,Relaxed,0.6,1
Sweater,Jeans,Sandals,Party,Snow,23.8,Professional,0.45,0
Sweater,Shorts,Boots,Casual,Snow,36.7,Bold,0.65,1
Coat,Jeans,Sandals,Party,Snow,30.8,Bold,0.55,0
Coat,Shorts,Sandals,Wedding,Sunny,15.9,Relaxed,0.0,0
Shirt,Jeans,Sports Shoes,Office,Rainy,30.7,Professional,0.65,1
Dress,Pants,Casual Shoes,Party,Clear,34.9,Professional,0.6,1
T-Shirt,Pants,Boots,Wedding,Rainy,26.1,Romantic,0.85,1
Coat,Shorts,Casual Shoes,Wedding,Snow,20.4,Relaxed,0.05,0
T-Shirt,Skirt,Boots,Wedding,Rainy,13.1,Bold,0.7,1
Shirt,Shorts,Sandals,Wedding,Snow,36.9,Professional,0.2,0
Hoodie,Shorts,Sandals,Casual,Clear,25.1,Bold,0.9,1
Hoodie,Pants,Heels,Date,Clear,16.6,Bold,0.5,0
Dress,Jeans,Heels,Casual,Sunny,13.8,Professional,0.55,1
Jacket,Jeans,Boots,Office,Rainy,18.1,Happy,1.0,1
Hoodie,Jeans,Boots,Party,Sunny,31.8,Happy,0.45,0
Blouse,Shorts,Casual Shoes,Office,Sunny,28.6,Romantic,0.5,0
Hoodie,Skirt,Boots,Casual,Rainy,14.2,Professional,0.95,1
Jacket,Jeans,Sandals,Casual,Cloudy,40.0,Relaxed,0.75,1
Hoodie,Pants,Sports Shoes,Party,Rainy,37.5,Professional,0.45,0
Shirt,Jeans,Heels,Party,Cloudy,34.1,Bold,0.85,1
Coat,Pants,Casual Shoes,Party,Cloudy,38.1,Professional,0.15,0
Blouse,Shorts,Heels,Office,Sunny,6.3,Professional,0.55,1
Blouse,Skirt,Heels,Casual,Cloudy,33.2,Bold,0.5,0
Hoodie,Shorts,Heels,Party,Sunny,28.0,Romantic,0.6,1
Coat,Shorts,Sports Shoes,Date,Cloudy,35.5,Professional,0.35,0
Shirt,Shorts,Heels,Office,Sunny,25.7,Bold,0.65,1
Sweater,Jeans,Boots,Wedding,Clear,12.5,Relaxed,0.85,1
Hoodie,Shorts,Sports Shoes,Casual,Sunny,5.5,Happy,0.9,1
Dress,Pants,Boots,Office,Rainy,21.8,Professional,1.0,1
Coat,Jeans,Casual Shoes,Party,Cloudy,7.2,Relaxed,0.7,1
Hoodie,Pants,Boots,Party,Snow,8.2,Happy,1.0,1
T-Shirt,Skirt,Sports Shoes,Date,Sunny,5.1,Happy,0.5,0
Jacket,Pants,Boots,Date,Snow,39.0,Happy,0.6,1
Coat,Pants,Boots,Wedding,Clear,39.9,Romantic,0.85,1
Shirt,Shorts,Casual Shoes,Wedding,Sunny,31.9,Bold,0.45,0
Hoodie,Skirt,Casual Shoes,Wedding,Rainy,23.7,Relaxed,0.5,0
Sweater,Skirt,Sports Shoes,Date,Rainy,11.8,Bold,0.8,1
Coat,Jeans,Sandals,Date,Cloudy,15.8,Happy,0.5,0
Hoodie,Jeans,Sandals,Office,Clear,22.8,Happy,0.05,0
Blouse,Skirt,Heels,Date,Sunny,32.0,Romantic,0.95,1
Coat,Jeans,Casual Shoes,Party,Clear,35.7,Relaxed,0.25,0
Hoodie,Shorts,Sandals,Wedding,Snow,35.3,Happy,0.0,0
Shirt,Skirt,Casual Shoes,Party,Rainy,14.1,Professional,0.4,0
Hoodie,Skirt,Heels,Date,Clear,29.7,Romantic,0.6,1
Jacket,Skirt,Sports Shoes,Casual,Sunny,15.0,Relaxed,0.7,1
Coat,Pants,Heels,Party,Snow,8.4,Professional,0.8,1
Hoodie,Shorts,Sports Shoes,Date,Cloudy,23.1,Happy,0.5,0
T-Shirt,Pants,Casual Shoes,Casual,Snow,19.7,Happy,0.9,1
Blouse,Pants,Casual Shoes,Office,Snow,24.2,Happy,0.95,1
Jacket,Skirt,Sports Shoes,Date,Cloudy,9.2,Happy,0.7,1
Coat,Skirt,Sandals,Party,Rainy,11.0,Relaxed,0.55,0
T-Shirt,Skirt,Sandals,Wedding,Cloudy,22.2,Bold,0.3,0
Jacket,Skirt,Sandals,Party,Clear,36.1,Bold,0.5,0
Hoodie,Jeans,Heels,Date,Clear,6.4,Romantic,0.8,1
Jacket,Skirt,Sandals,Party,Rainy,38.9,Romantic,0.4,0
Sweater,Pants,Boots,Office,Rainy,5.9,Romantic,1.0,1
Hoodie,Jeans,Boots,Date,Rainy,8.0,Romantic,1.0,1
Dress,Skirt,Casual Shoes,Casual,Clear,9.8,Bold,0.6,1
T-Shirt,Shorts,Heels,Wedding,Sunny,23.7,Professional,0.0,0
Dress,Jeans,Casual Shoes,Party,Cloudy,23.6,Relaxed,0.7,1
Dress,Shorts,Boots,Casual,Clear,11.1,Relaxed,0.85,1
T-Shirt,Pants,Boots,Party,Cloudy,33.6,Happy,0.7,1
T-Shirt,Jeans,Boots,Date,Clear,28.7,Romantic,0.7,1
Jacket,Skirt,Sports Shoes,Office,Rainy,32.3,Bold,0.45,0
Dress,Skirt,Boots,Casual,Sunny,20.6,Happy,0.6,1
Hoodie,Skirt,Boots,Casual,Snow,31.5,Happy,0.9,1
Hoodie,Pants,Sports Shoes,Office,Sunny,24.4,Relaxed,0.0,0
Blouse,Shorts,Casual Shoes,Date,Clear,31.6,Professional,0.7,1
Jacket,Jeans,Casual Shoes,Wedding,Clear,14.8,Relaxed,0.45,0
Blouse,Shorts,Boots,Office,Cloudy,17.2,Professional,0.65,1
Shirt,Pants,Casual Shoes,Party,Snow,10.0,Relaxed,0.5,0
Coat,Pants,Boots,Date,Sunny,39.6,Relaxed,0.25,0
Sweater,Skirt,Sports Shoes,Office,Rainy,38.9,Romantic,0.45,0
Sweater,Shorts,Boots,Date,Cloudy,33.0,Romantic,0.55,0
Dress,Pants,Boots,Casual,Snow,34.9,Professional,0.55,1
Jacket,Pants,Boots,Party,Clear,16.3,Bold,0.4,0
Dress,Shorts,Sandals,Casual,Snow,7.8,Romantic,0.4,0
Jacket,Pants,Sandals,Party,Rainy,17.1,Professional,0.45,0
Dress,Skirt,Heels,Party,Rainy,17.0,Bold,1.0,1
Blouse,Pants,Sandals,Casual,Snow,10.7,Bold,0.45,0
T-Shirt,Shorts,Sports Shoes,Date,Snow,34.5,Bold,0.5,0
Hoodie,Shorts,Sandals,Date,Rainy,8.8,Happy,0.35,0
Jacket,Jeans,Casual Shoes,Wedding,Cloudy,27.7,Relaxed,0.5,0
Blouse,Jeans,Casual Shoes,Wedding,Cloudy,34.9,Romantic,0.95,1
T-Shirt,Skirt,Heels,Office,Rainy,6.6,Romantic,0.55,1
Shirt,Pants,Sandals,Party,Clear,9.6,Happy,0.55,0
Sweater,Shorts,Sandals,Office,Rainy,38.3,Romantic,0.0,0
Hoodie,Jeans,Sandals,Wedding,Rainy,5.1,Happy,0.15,0
Coat,Shorts,Boots,Party,Sunny,37.9,Professional,0.2,0
Blouse,Pants,Sandals,Party,Rainy,21.4,Bold,0.5,0
Dress,Shorts,Sports Shoes,Office,Rainy,29.7,Romantic,0.0,0
Hoodie,Skirt,Sandals,Party,Sunny,16.3,Bold,0.6,1
Coat,Skirt,Casual Shoes,Party,Clear,12.0,Happy,0.55,1
Dress,Shorts,Casual Shoes,Wedding,Rainy,34.0,Professional,0.0,0
Shirt,Shorts,Sports Shoes,Party,Clear,30.8,Professional,0.45,0
Shirt,Skirt,Sandals,Office,Sunny,18.4,Professional,1.0,1
Sweater,Jeans,Casual Shoes,Wedding,Clear,31.9,Romantic,0.4,0
Sweater,Pants,Boots,Wedding,Snow,7.7,Romantic,1.0,1
Blouse,Jeans,Sports Shoes,Casual,Cloudy,23.2,Bold,0.75,1
T-Shirt,Jeans,Heels,Party,Cloudy,28.5,Romantic,0.8,1
Jacket,Skirt,Casual Shoes,Party,Clear,27.5,Happy,0.35,0
Hoodie,Jeans,Boots,Wedding,Clear,26.7,Professional,0.1,0
Shirt,Shorts,Sports Shoes,Date,Rainy,37.9,Romantic,0.7,1
Dress,Skirt,Casual Shoes,Wedding,Cloudy,30.6,Relaxed,0.7,1
Shirt,Jeans,Sandals,Date,Sunny,34.0,Relaxed,0.7,1
Sweater,Shorts,Heels,Office,Snow,20.9,Romantic,0.3,0
Blouse,Skirt,Heels,Casual,Clear,39.1,Romantic,0.5,0
Hoodie,Pants,Sports Shoes,Wedding,Rainy,10.7,Professional,0.15,0
Coat,Skirt,Heels,Wedding,Rainy,22.3,Professional,1.0,1
Shirt,Shorts,Casual Shoes,Wedding,Cloudy,36.3,Happy,0.45,0
Coat,Pants,Heels,Casual,Snow,25.1,Bold,0.7,1
T-Shirt,Pants,Sports Shoes,Party,Rainy,11.8,Romantic,0.6,1
Hoodie,Shorts,Boots,Party,Clear,16.7,Romantic,0.4,0
Dress,Pants,Heels,Wedding,Rainy,24.2,Professional,0.95,1
Shirt,Pants,Boots,Party,Clear,9.1,Relaxed,0.65,1
Dress,Shorts,Boots,Date,Sunny,22.2,Bold,0.9,1
Jacket,Skirt,Sandals,Office,Snow,10.2,Relaxed,0.65,1
T-Shirt,Pants,Sports Shoes,Date,Cloudy,30.0,Relaxed,0.5,0
Blouse,Jeans,Sports Shoes,Casual,Snow,24.1,Relaxed,0.9,1
Shirt,Jeans,Sandals,Wedding,Clear,15.8,Relaxed,0.9,1
Coat,Pants,Heels,Office,Snow,15.1,Relaxed,0.95,1
Shirt,Pants,Sandals,Party,Sunny,30.9,Romantic,0.6,1
Blouse,Skirt,Sports Shoes,Wedding,Rainy,23.5,Bold,0.65,1
Dress,Shorts,Casual Shoes,Wedding,Cloudy,32.3,Professional,0.15,0
Shirt,Pants,Boots,Wedding,Sunny,27.8,Professional,1.0,1
Sweater,Jeans,Sports Shoes,Casual,Rainy,30.3,Relaxed,0.85,1
Shirt,Pants,Sports Shoes,Date,Clear,37.7,Relaxed,0.6,1
Blouse,Pants,Sports Shoes,Casual,Snow,13.0,Relaxed,0.75,1
Hoodie,Jeans,Casual Shoes,Wedding,Snow,19.8,Professional,0.3,0
Shirt,Shorts,Boots,Date,Clear,5.8,Bold,0.75,1
Dress,Jeans,Boots,Casual,Clear,18.0,Bold,0.65,1
Coat,Jeans,Sports Shoes,Party,Rainy,29.5,Romantic,0.45,0
Dress,Pants,Boots,Date,Snow,36.6,Romantic,1.0,1
Blouse,Shorts,Boots,Wedding,Clear,22.7,Bold,0.7,1
Blouse,Skirt,Sports Shoes,Casual,Rainy,32.9,Bold,0.6,1
Sweater,Jeans,Boots,Wedding,Rainy,17.1,Romantic,1.0,1
T-Shirt,Pants,Sports Shoes,Party,Cloudy,36.4,Bold,0.75,1
Shirt,Pants,Sandals,Wedding,Snow,39.3,Relaxed,0.95,1
Shirt,Shorts,Sandals,Party,Sunny,34.6,Bold,0.8,1
Blouse,Shorts,Boots,Party,Rainy,27.9,Relaxed,0.4,0
Sweater,Shorts,Sports Shoes,Office,Snow,18.7,Professional,0.05,0
Jacket,Pants,Casual Shoes,Date,Cloudy,37.8,Romantic,0.45,0
Blouse,Pants,Boots,Party,Cloudy,21.9,Romantic,0.5,0
T-Shirt,Shorts,Casual Shoes,Date,Clear,31.7,Happy,0.6,1
T-Shirt,Jeans,Boots,Party,Cloudy,29.4,Bold,0.75,1
Blouse,Skirt,Heels,Wedding,Snow,13.3,Bold,1.0,1
Dress,Shorts,Casual Shoes,Party,Cloudy,19.2,Bold,0.8,1
Shirt,Jeans,Sandals,Casual,Rainy,23.0,Relaxed,0.75,1
T-Shirt,Skirt,Heels,Wedding,Sunny,5.8,Bold,0.55,1
Blouse,Shorts,Casual Shoes,Wedding,Clear,6.0,Professional,0.25,0
Blouse,Pants,Sports Shoes,Date,Sunny,13.5,Professional,0.6,1
Blouse,Jeans,Sports Shoes,Office,Cloudy,38.9,Romantic,0.55,1
Jacket,Pants,Sandals,Office,Sunny,22.6,Bold,0.55,0
Hoodie,Skirt,Casual Shoes,Party,Clear,16.3,Bold,0.5,0
Coat,Shorts,Sandals,Casual,Cloudy,11.0,Relaxed,0.75,1
Hoodie,Pants,Casual Shoes,Office,Snow,5.0,Romantic,0.6,1
Hoodie,Shorts,Boots,Office,Snow,10.6,Romantic,0.15,0
Shirt,Jeans,Boots,Date,Sunny,32.3,Romantic,0.8,1
Blouse,Shorts,Boots,Date,Cloudy,25.7,Relaxed,0.6,1
Jacket,Pants,Sandals,Party,Clear,12.5,Professional,0.3,0
Blouse,Skirt,Sports Shoes,Office,Rainy,30.1,Bold,0.75,1
Blouse,Shorts,Sandals,Party,Cloudy,33.5,Professional,0.55,0
Blouse,Shorts,Heels,Party,Snow,24.4,Bold,0.6,1
Shirt,Shorts,Sandals,Party,Cloudy,17.5,Bold,0.6,1
Sweater,Pants,Heels,Casual,Rainy,17.8,Professional,0.6,1
Shirt,Skirt,Sports Shoes,Office,Rainy,38.0,Romantic,0.75,1
Hoodie,Skirt,Sandals,Office,Rainy,18.8,Bold,0.45,0
Hoodie,Shorts,Sports Shoes,Wedding,Clear,25.5,Professional,0.0,0
Sweater,Shorts,Sandals,Casual,Sunny,10.4,Relaxed,0.7,1
